#BLTrackFile2 CALOENTR
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
12.6687 -7.42331 17198.5 -1.03104 1.94894 60.6012 144.593 211 81069 1 1 1 0 0 0 0 0 0 131.039 17068.6 0 0 0 5.80917 -1.80356 149.95 1.71921 12.6047 
-18.9402 -21.5595 17198.5 1.54002 1.40288 66.0989 133.925 211 82108 1 1 1 0 0 0 0 0 0 119.504 16975.4 0 0 0 27.6176 -0.55908 149.95 1.68492 14.8748 
4.83053 37.5891 17198.5 -2.24272 -4.10529 64.3752 136.974 211 83213 1 1 1 0 0 0 0 0 0 122.78 17022.2 0 0 0 30.5036 9.44822 149.95 1.70109 14.202 
-14.9699 -7.7269 17198.5 -0.184951 0.29722 65.7019 134.321 211 85068 1 1 1 0 0 0 0 0 0 120.242 16969.4 0 0 0 -1.01098 -2.14721 149.95 1.42215 14.6916 
17.743 5.61337 17198.5 -0.297328 -0.413937 63.3499 138.837 211 86742 1 1 1 0 0 0 0 0 0 124.843 16988.4 0 0 0 23.8091 -0.841527 149.95 1.73421 13.7051 
-21.3326 -24.9856 17198.5 0.599568 1.67921 64.7659 136.064 211 86799 1 1 1 0 0 0 0 0 0 121.987 16976.7 0 0 0 6.87613 5.67931 149.95 1.57381 14.3052 
15.0205 25.0774 17198.5 0.234783 -0.296429 69.8438 128.317 211 90131 1 1 1 0 0 0 0 0 0 113.66 17051.8 0 0 0 -10.028 1.48189 149.95 1.21891 16.5007 
45.9982 22.5832 17198.5 -0.664538 -0.523985 68.9588 129.824 211 91198 1 1 1 0 0 0 0 0 0 115.039 17041.1 0 0 0 0.549568 3.49815 149.95 1.50766 16.1086 
-5.1989 -12.7844 17198.5 -0.115359 0.916733 62.4287 140.512 211 91653 1 1 1 0 0 0 0 0 0 126.767 17000.6 0 0 0 5.1823 -1.31805 149.95 1.63969 13.3286 
-0.103 20.5088 17198.5 -0.294261 -0.805521 66.9948 132.338 211 91807 1 1 1 0 0 0 0 0 0 118.009 16983.2 0 0 0 -0.674791 0.314684 149.95 1.43614 15.2487 
-26.9835 5.28443 17198.5 1.4641 0.33262 66.217 133.806 211 93699 1 1 1 0 0 0 0 0 0 119.417 16989.4 0 0 0 23.9181 10.7415 149.95 1.62357 14.9186 
-0.0894998 11.5151 17198.5 -2.11257 -1.07533 63.3538 138.749 211 93964 1 1 1 0 0 0 0 0 0 124.824 16998.3 0 0 0 -11.8681 -0.531966 149.95 1.65078 13.7242 
-16.6124 -22.9333 17198.5 3.52847 1.66828 67.2878 132.281 211 94237 1 1 1 0 0 0 0 0 0 117.54 17016.9 0 0 0 56.9492 -1.46192 149.95 1.7527 15.4225 
-71.0656 -8.83141 17198.5 0.632921 -3.80822 64.3842 136.615 211 98828 1 1 1 0 0 0 0 0 0 122.674 16995.8 0 0 0 7.00505 -3.65612 149.95 1.47447 14.1831 
-32.3817 -1.13604 17198.5 2.67528 0.948307 64.0591 137.399 211 100334 1 1 1 0 0 0 0 0 0 123.439 17001.5 0 0 0 10.055 6.76243 149.95 1.55616 14.025 
58.0071 7.61216 17198.5 -1.8219 -0.340195 68.3743 130.651 211 101575 1 1 1 0 0 0 0 0 0 116.002 17042.9 0 0 0 -7.16901 0.432562 149.95 1.46833 15.8593 
35.389 20.1941 17198.5 -2.73336 -2.26432 68.1184 130.647 211 102504 1 1 1 0 0 0 0 0 0 116.278 17036.5 0 0 0 -15.5776 2.70569 149.95 1.22475 15.7764 
9.94414 13.5688 17198.5 2.77511 -3.3522 61.5227 142.282 211 102762 1 1 1 0 0 0 0 0 0 128.834 17067.8 0 0 0 5.68908 3.4975 149.95 1.42977 13.0202 
-27.0645 -15.13 17198.5 0.258016 1.15391 69.1505 129.088 211 103734 1 1 1 0 0 0 0 0 0 114.374 16990.8 0 0 0 0.150051 5.99743 149.95 1.44223 16.1958 
-44.7603 8.29648 17198.5 0.735729 -1.63252 68.6041 129.937 211 105112 1 1 1 0 0 0 0 0 0 115.129 16971.1 0 0 0 10.0157 -8.70251 149.95 1.64306 15.9598 
-36.6793 13.2698 17198.5 -0.214926 -1.54296 70.141 127.598 211 106856 1 1 1 0 0 0 0 0 0 112.742 16989.9 0 0 0 -1.98069 9.77667 149.95 1.41401 16.6413 
37.4565 1.36793 17198.5 -1.29124 -0.944141 67.8167 131.289 211 107742 1 1 1 0 0 0 0 0 0 116.618 16992.3 0 0 0 7.52778 -3.35147 149.95 1.62592 15.612 
